Rep 1, Training with 20 data, Training at Epoch 45, train acc 0.55, train cost 1.3142, test acc 0.35, test cost 1.3472, avg epoch time 86.4177, total time 3888.7986
Rep 1, Training with 20 data, Training at Epoch 46, train acc 0.6, train cost 1.3107, test acc 0.36, test cost 1.3494, avg epoch time 86.1943, total time 3964.94
Rep 1, Training with 20 data, Training at Epoch 47, train acc 0.55, train cost 1.3103, test acc 0.34, test cost 1.3486, avg epoch time 85.9827, total time 4041.188
Rep 1, Training with 20 data, Training at Epoch 48, train acc 0.65, train cost 1.3104, test acc 0.38, test cost 1.3464, avg epoch time 85.7798, total time 4117.4298
Rep 1, Training with 20 data, Training at Epoch 49, train acc 0.65, train cost 1.3012, test acc 0.35, test cost 1.3487, avg epoch time 85.58, total time 4193.4202
Rep 1, Training with 20 data, Training at Epoch 50, train acc 0.55, train cost 1.3066, test acc 0.34, test cost 1.3492, avg epoch time 85.394, total time 4269.7013
Rep 1, Training with 20 data, Training at Epoch 51, train acc 0.6, train cost 1.3021, test acc 0.34, test cost 1.3451, avg epoch time 85.215, total time 4345.966
Rep 1, Training with 20 data, Training at Epoch 52, train acc 0.55, train cost 1.3077, test acc 0.35, test cost 1.3419, avg epoch time 85.0475, total time 4422.4713
Rep 1, Training with 20 data, Training at Epoch 53, train acc 0.5, train cost 1.2965, test acc 0.31, test cost 1.347, avg epoch time 84.8785, total time 4498.5613
Rep 1, Training with 20 data, Training at Epoch 54, train acc 0.5, train cost 1.3027, test acc 0.37, test cost 1.3415, avg epoch time 84.7115, total time 4574.4225
Rep 1, Training with 20 data, Training at Epoch 55, train acc 0.5, train cost 1.3032, test acc 0.37, test cost 1.335, avg epoch time 84.5662, total time 4651.139
Rep 1, Training with 20 data, Training at Epoch 56, train acc 0.5, train cost 1.2957, test acc 0.38, test cost 1.3386, avg epoch time 84.4328, total time 4728.2373
Rep 1, Training with 20 data, Training at Epoch 57, train acc 0.6, train cost 1.3094, test acc 0.34, test cost 1.3378, avg epoch time 84.2777, total time 4803.8307
Rep 1, Training with 20 data, Training at Epoch 58, train acc 0.55, train cost 1.3056, test acc 0.36, test cost 1.335, avg epoch time 84.1396, total time 4880.0958
