,n_train,step,train_acc,train_acc,train_cost,train_cost,test_acc,test_acc,test_cost,test_cost
,,,mean,std,mean,std,mean,std,mean,std
0,48000,1,0.6628041666666666,0.0023805490729848283,1.8324979611251577,0.0018954718718521438,0.7153499999999999,0.006388099286955401,1.7505552050327986,0.004062495085726763
1,48000,2,0.7276166666666667,0.0036035825634591293,1.7266477872960149,0.004011782017965352,0.7304499999999999,0.004013259273956787,1.714477847067598,0.004466924988890374
2,48000,3,0.7388625,0.002550045955468227,1.7018604738038945,0.0029503432603299497,0.7375499999999999,0.004507459095765551,1.6956457842313033,0.0034236608417898442
3,48000,4,0.745275,0.001863646179759908,1.6891497437372442,0.002784692328440682,0.7412,0.0025839045067494433,1.6858636623907153,0.002816232669944073
4,48000,5,0.7493208333333333,0.0018041353923385285,1.6803105428907201,0.002336242692019414,0.7440749999999999,0.002852630365119165,1.6804457465082332,0.004604778254694303
5,48000,6,0.752125,0.0020233553849704484,1.6743839656024828,0.0020584155115624383,0.7482,0.002324462303415549,1.6736374272451269,0.001778159004290962
6,48000,7,0.7544375,0.0018888952716395449,1.6688446351818058,0.002181553787603228,0.7498,0.0020551003625127362,1.6692427987541236,0.002248446219076855
7,48000,8,0.7565375000000001,0.0017038431844574832,1.6654481978471716,0.001790849726399028,0.75015,0.0022679836860083616,1.6679509153220575,0.003233438373669664
8,48000,9,0.7586541666666666,0.0016212965276455663,1.6621691191618346,0.002099072241096136,0.750975,0.0009329054078522277,1.6624272779667042,0.002050849914807575
9,48000,10,0.7600083333333334,0.001594641635115721,1.6586672589889377,0.0018743368462963317,0.752525,0.0022558950551832217,1.6605516834017355,0.0023810126602921713
10,48000,11,0.7613541666666667,0.00159214925057639,1.6565065109392012,0.0020049054734687724,0.754625,0.002918154382482194,1.657367314391824,0.0016974861648356048
11,48000,12,0.7619708333333334,0.0017713602157350499,1.65353441716304,0.0019351468155374097,0.7545249999999999,0.002354185103172629,1.6551744595585363,0.0026030407636399512
12,48000,13,0.7633875,0.0019481450400886916,1.6518039154953197,0.0016956895681986912,0.757025,0.0015672428018657215,1.6541612334806253,0.001484213731016172
13,48000,14,0.7645250000000001,0.0016240916264518971,1.6495447439477027,0.0021599911466054014,0.7571000000000001,0.0007256462636850546,1.651620771540068,0.0021561571059163656
14,48000,15,0.7654666666666667,0.001639399343763882,1.6481299023705307,0.0019994082142397738,0.75695,0.001123610252712186,1.6512058357165855,0.0030413476531924817
15,48000,16,0.7663583333333334,0.0016648688219930573,1.6465184729160651,0.001887180513871852,0.75865,0.0010584481565007965,1.649016136010753,0.001876259922004582
16,48000,17,0.7671833333333333,0.0019143101455441852,1.645030749801632,0.0015596769792044856,0.759675,0.0017175564037317974,1.647038710207059,0.002718185573071106
17,48000,18,0.7677583333333333,0.0019229742226850573,1.6433982605787283,0.0019333968740394263,0.760525,0.002334188831264561,1.646511740031715,0.0023557009622178393
18,48000,19,0.7679041666666666,0.0012149245518412745,1.6423312809457034,0.0019659685022697607,0.7604,0.0009617692030835859,1.6449280876436034,0.0016783090727330616
