,n_train,step,train_acc,train_acc,train_cost,train_cost,test_acc,test_acc,test_cost,test_cost
,,,mean,std,mean,std,mean,std,mean,std
0,48000,1,0.337671,0.01112716349749569,2.0683292374498996,0.0003180420492178433,0.303075,0.023249428756423225,2.057743449095841,0.000459035139629095
1,48000,2,0.267748,0.00950198966006592,2.0533944524741363,0.00027244236549306406,0.26739999999999997,0.012167258832621245,2.0458054448194654,0.0006503285100181295
2,48000,3,0.341469,0.004753688567838653,2.0399486756544145,0.0007818737480984136,0.3562,0.02546882285265653,2.032312960408398,0.0009395123253836202
3,48000,4,0.359647,0.01741527368432662,2.0281878925832553,0.0013670957915697317,0.359,0.00941035002005771,2.0224458003626715,0.0017638312374558783
4,48000,5,0.379075,0.02598963519366903,2.019093928542194,0.001485234251776959,0.39065,0.034921161206351664,2.0135605829784455,0.0023681957483049913
5,48000,6,0.415327,0.040615915384243126,2.0108158001158865,0.0037626915654418716,0.39685,0.03444066455514468,2.006256133203772,0.00539320170410443
6,48000,7,0.391305,0.03366596612307453,2.004222741007782,0.005552490628894147,0.38392499999999996,0.03369667082962349,2.001069516449791,0.00551952417299607
7,48000,8,0.409713,0.05696405474068709,1.9988004338127745,0.005722281961155137,0.431025,0.06348618205956316,1.9958208071529118,0.005141780956392425
8,48000,9,0.42814800000000003,0.02222683558224156,1.9943738866073666,0.005105190528365133,0.42115,0.02701813626992061,1.9933183591294306,0.004474020863858423
9,48000,10,0.426511,0.036221790817131026,1.9919714463688052,0.0046323766584679404,0.40705,0.023072677293716922,1.99114292842463,0.004848076780952697
10,48000,11,0.414768,0.039268829973657216,1.9903499095218222,0.004726567519738553,0.428475,0.05196779351194352,1.9897057834754137,0.004358214378661984
11,48000,12,0.438771,0.04573026096033126,1.988866983283731,0.0045665975982497765,0.42527499999999996,0.03564543273688791,1.988450900216037,0.004527444784332864
12,48000,13,0.418052,0.034843732147977494,1.98762991855208,0.004648562444801659,0.41357499999999997,0.03264972721938116,1.9872639215367258,0.004634271123192172
13,48000,14,0.419507,0.030429342459211958,1.9864381699868396,0.0047738291747129735,0.41885000000000006,0.03491187566573872,1.9861203454429586,0.004566430809205254
14,48000,15,0.42392699999999994,0.03515905388374383,1.9854656299802316,0.0046938283756962785,0.42175,0.035736120557497565,1.9853035015305363,0.004428649938925106
15,48000,16,0.42478,0.040371309893289305,1.9846145324633007,0.004500174894357606,0.42245,0.0411342694720594,1.984652262246593,0.004148531893022405
16,48000,17,0.425369,0.04281316727947139,1.9839436064201164,0.004278403501411866,0.41657500000000003,0.0397333495001365,1.9841164813369239,0.003953592322298582
17,48000,18,0.425283,0.0375710491269541,1.9834561714391494,0.003964012286140652,0.425175,0.04076864987340148,1.983352649383415,0.0036794931162641435
18,48000,19,0.433704,0.033322358184858375,1.9827194855040535,0.0036431715870694353,0.42474999999999996,0.03723290295558488,1.9826490493251812,0.003370157978892071
19,48000,20,0.43709699999999996,0.03220647268019273,1.9819562549835492,0.0032174790618799453,0.42505,0.036192044187915114,1.9818463191271032,0.0030839599006043813
20,48000,21,0.43929799999999997,0.03301753655256554,1.981133412083628,0.003098028670642851,0.44292499999999996,0.03190226774854727,1.9812968177484673,0.00314457263733228
21,48000,22,0.447612,0.03424430985579944,1.9807009238508684,0.0031941135168538134,0.450325,0.03384484358805637,1.980999011639181,0.0033647903794508066
