,n_train,step,train_acc,train_acc,train_cost,train_cost,test_acc,test_acc,test_cost,test_cost
,,,mean,std,mean,std,mean,std,mean,std
0,48000,1,0.6250041666666666,0.008619140521730278,1.904919017691422,0.0049031622124756855,0.7299749999999999,0.006094567252890058,1.8026501821287866,0.006029579869446136
1,48000,2,0.7551291666666666,0.0028761848403937567,1.7552565516631482,0.002866971183607191,0.7567,0.0031031737785692614,1.7243091431631004,0.002061756537436752
2,48000,3,0.7654458333333334,0.002852630365119143,1.7016110281105863,0.0012104750004584245,0.760875,0.003891095604068366,1.68883928312223,0.005378097521302108
3,48000,4,0.7686291666666667,0.0026167777975339155,1.677382458012017,0.0012655214527542281,0.763625,0.003976493430146765,1.6704242400804745,0.0039042183039808423
4,48000,5,0.7714916666666667,0.0026922035713229813,1.662202190116064,0.0025951481291062086,0.7665,0.0036464880364537435,1.6588865765290393,0.0027753896805657167
5,48000,6,0.7742583333333334,0.0015463470619855176,1.6541584627523975,0.0019900460713229273,0.767675,0.0015476797149280921,1.6535370529513405,0.0023400234872153224
6,48000,7,0.7766375,0.0014392049068457484,1.6475184393770739,0.0017065075384848926,0.7711,0.0029186897745392707,1.6460486901302596,0.0018819980194852157
7,48000,8,0.7782083333333334,0.0009429241235527614,1.6431939853602675,0.0013021835702262782,0.77325,0.00201362546169837,1.6431797465274403,0.0030666777757117182
8,48000,9,0.7801083333333334,0.0010380562431240865,1.638752799657616,0.0010626845455298712,0.7741750000000001,0.0016620770138595165,1.639106861740384,0.002325657385614189
9,48000,10,0.7818166666666667,0.0008909021255009779,1.6344520687572064,0.0008113506436167653,0.775475,0.002153122732219431,1.6391241065233655,0.0036429285706638206
10,48000,11,0.7828416666666665,0.0008328905073430535,1.6324837233167213,0.0012417044441687607,0.777825,0.0012826973532364834,1.6339203153657373,0.0009035986113814721
11,48000,12,0.78355,0.000633038582728,1.6295339268660665,0.0008503492208617159,0.77675,0.0011759304826391916,1.635102504284197,0.003129177182823602
12,48000,13,0.7846666666666666,0.0009089399732655539,1.6277683566670416,0.0012633922257028949,0.7765,0.0028076346806519895,1.6319681842166371,0.001435206294055437
13,48000,14,0.7860666666666666,0.001174767264184714,1.6249887159033989,0.0014497768716404491,0.77715,0.0024644345193167313,1.6274398892612456,0.0019048066786364194
14,48000,15,0.7865375,0.0007040926982846283,1.623907961503841,0.0006462763697372401,0.779425,0.0010023410098364666,1.6277792276477014,0.0024492380879597873
15,48000,16,0.78745,0.0006777400661183603,1.6215363711774113,0.0005905326992720826,0.7818250000000001,0.001943739951742535,1.6252175178119224,0.0014696020319904257
