,n_train,step,train_acc,train_acc,train_cost,train_cost,test_acc,test_acc,test_cost,test_cost
,,,mean,std,mean,std,mean,std,mean,std
0,1200,1,0.18945833333333334,0.029701579840628677,2.087584993035956,0.0013631601107138135,0.18250000000000002,0.04744803251425378,2.0603074264346946,0.015018400620519715
1,1200,2,0.14204166666666668,0.02887697614817016,2.0557563467155906,0.007975910133882581,0.1335,0.04880411975707744,2.0790396142897416,0.019258414542808563
2,1200,3,0.20608333333333334,0.0547489619117053,2.075126568438903,0.01305008303253553,0.19549999999999995,0.07207269721753533,2.051343857571483,0.025909041696094832
3,1200,4,0.3184166666666667,0.04875264275337897,2.049854634230315,0.022876390964346238,0.2995,0.08114152678142708,2.008853317821754,0.026945088545483394
4,1200,5,0.39387500000000003,0.05187090010572186,2.005963380605576,0.017513619910558217,0.373,0.07987490219086343,1.9760344231115856,0.030046425748648877
5,1200,6,0.4765833333333333,0.053000537898627596,1.9698720330088502,0.024294045869319315,0.46699999999999997,0.081117199162693,1.9425592384771,0.03228438515177214
6,1200,7,0.528875,0.059248013636602585,1.9365594312087981,0.020950832229941405,0.5125,0.09261550398797903,1.919814261232172,0.032820174803669167
7,1200,8,0.5889583333333334,0.050823535869177865,1.912410239351606,0.020896910864330688,0.5814999999999999,0.09160987076212167,1.891730763688352,0.03264167183130697
8,1200,9,0.6265416666666667,0.0627735388389294,1.885375557143793,0.018108553728708076,0.6094999999999999,0.0858073116747175,1.8667346321565694,0.03793996653834875
9,1200,10,0.6669166666666666,0.05044110977720015,1.8632557801493514,0.02343696734854187,0.6525000000000001,0.07704236701834559,1.8452475629311287,0.0358744465901425
10,1200,11,0.704,0.04955252986855734,1.8406882878669841,0.021142937913637923,0.6845000000000001,0.07917169882437056,1.8326213466705243,0.033727354352847835
11,1200,12,0.7207083333333333,0.04425741669763996,1.8246873344232877,0.021168345595549726,0.6975,0.07361886199952607,1.8193860034940097,0.03297663857713422
12,1200,13,0.7344166666666666,0.04831676969663981,1.809146428960347,0.020139794323159835,0.7094999999999999,0.07989960806174867,1.809050354257229,0.03345883039318756
13,1200,14,0.7522083333333334,0.040438274202391905,1.799814635346527,0.02013493194166356,0.7330000000000001,0.0739914646571161,1.795937427849811,0.03320157252513574
14,1200,15,0.7710833333333333,0.03588287069559411,1.7861642326221028,0.01573386622359788,0.7450000000000001,0.06778448821157584,1.781749713172956,0.03531538534789151
15,1200,16,0.7822916666666667,0.034345248954273044,1.7721299180524448,0.016512782856955108,0.768,0.06420362344258998,1.7693180515480624,0.03596238369027471
16,1200,17,0.7945833333333334,0.0334881274239479,1.7615232863343173,0.017239096462559254,0.7865,0.06251526129463782,1.7599565824979664,0.034460197693503135
17,1200,18,0.8048333333333334,0.034665907549043466,1.7519763483718527,0.015597533949443288,0.8009999999999999,0.06273587070954072,1.750125354184932,0.031227255295357848
18,1200,19,0.8150833333333333,0.02908560163074202,1.7423934594910666,0.015238199422728553,0.8079999999999998,0.05327189443639213,1.744857385836499,0.029806736494447688
19,1200,20,0.8207083333333334,0.027994980492019286,1.7364014448085652,0.014340879642259087,0.8149999999999998,0.05083513082815653,1.7334280376901536,0.0283166837571102
20,1200,21,0.8275,0.027374113780415935,1.7265195864705223,0.013735166886046089,0.8244999999999999,0.05306153329663092,1.7249704993601842,0.027631983081720962
21,1200,22,0.8343333333333334,0.024296535502554707,1.7181728733649044,0.013306054578396273,0.8379999999999999,0.04774934554525329,1.7179593698135498,0.027432775619840706
22,1200,23,0.8415416666666667,0.021835166321878423,1.7109609632983827,0.012936227114843999,0.8455,0.042732337071343836,1.7133998249311415,0.02704785623413868
23,1200,24,0.8462083333333335,0.019354485933007735,1.706165589662048,0.012047255344612706,0.8425,0.04024595435699424,1.7083435351254401,0.02705429363062744
24,1200,25,0.8505416666666668,0.019225263213127546,1.7003761580553451,0.012155823152375162,0.8500000000000002,0.03973597071195129,1.7019287563391923,0.026913793117862142
25,1200,26,0.8540833333333333,0.01724840021397698,1.6948069060805426,0.01203343619612103,0.8450000000000001,0.03831998241951034,1.700753580028278,0.027916684665060677
26,1200,27,0.8563333333333333,0.0159205814052346,1.691330039597578,0.012266556821920679,0.8515,0.030996604228273265,1.6973228036330952,0.025451942338466153
27,1200,28,0.86075,0.016412313520272486,1.687604304314706,0.013292651587817011,0.8560000000000001,0.04096211343231823,1.6902793316438054,0.025577590753209898
28,1200,29,0.866125,0.01608474223444497,1.6814318574372582,0.011540189495413623,0.868,0.036070107174486575,1.6848269087296892,0.024755410829988445
29,1200,30,0.8690416666666667,0.014545439489459255,1.6769851203970227,0.011317628157348244,0.8744999999999999,0.03634266739913587,1.6810066135617148,0.02660756105281736
30,1200,31,0.8699166666666667,0.014237182601240064,1.6732639178375837,0.010856924555309429,0.8734999999999999,0.03265046142980141,1.6794305977343176,0.029489981319183182
31,1200,32,0.8706250000000001,0.015041062217528975,1.671545148933296,0.011673598000698263,0.8714999999999998,0.03013565819319102,1.677429380109659,0.030872707743055196
32,1200,33,0.8742916666666666,0.0160050133775756,1.669140046052512,0.014029241681690978,0.8749999999999998,0.030348848933344157,1.6751228813904528,0.03043058420542127
33,1200,34,0.8760833333333332,0.015131248407272063,1.6666565950265457,0.014554955870091792,0.8785000000000001,0.029960500312033643,1.6710050190969015,0.03003543092384864
34,1200,35,0.8848750000000001,0.012834059560221853,1.662658090459498,0.011564021332037988,0.8845000000000001,0.031867323637065535,1.6677632661562378,0.02742398832147766
