,train_acc,train_cost,test_acc,test_cost,step,n_train
0,0.5834489795918367,1.9317032706238062,0.8082810457516341,1.8270243299409417,1,48200
1,0.8249591836734694,1.7593085873329284,0.8378366013071895,1.733325952449125,2,48200
2,0.8523673469387756,1.6940741945840962,0.8762418300653595,1.6750834565698562,3,48200
3,0.8642448979591837,1.6629794259958277,0.8682810457516339,1.6571426134940934,4,48200
4,0.8706734693877551,1.6440348377954874,0.8823529411764706,1.636583391299985,5,48200
5,0.8729795918367348,1.6325336006495452,0.8844640522875817,1.6211052500552592,6,48200
6,0.8775510204081635,1.6230343640850151,0.8801503267973856,1.6232419180859787,7,48200
7,0.8805102040816326,1.61894207145687,0.8733006535947713,1.6160952925272716,8,48200
8,0.8826734693877551,1.6100807097370509,0.893797385620915,1.611947104066282,9,48200
9,0.8857551020408165,1.6053204093673437,0.8763921568627451,1.6285564834420054,10,48200
10,0.8865510204081631,1.6046941759789237,0.8885947712418302,1.6020936070611105,11,48200
11,0.8879591836734694,1.5998191612391275,0.9007777777777777,1.5994069931186603,12,48200
12,0.8899591836734694,1.598826792584835,0.8989084967320262,1.5921256959880357,13,48200
13,0.8909183673469386,1.5935470302024808,0.906,1.5934325820318023,14,48200
14,0.8913673469387755,1.5918843951550052,0.8865032679738563,1.5949329479563135,15,48200
15,0.8924693877551021,1.588711281346533,0.8925947712418301,1.5991722974009654,16,48200
16,0.8938163265306124,1.5860351807441182,0.8794117647058823,1.5956701417447614,17,48200
17,0.8947551020408164,1.5843723148282856,0.9056666666666666,1.572676470835947,18,48200
18,0.8947142857142857,1.5822964969870514,0.8919281045751634,1.5870728398943803,19,48200
19,0.8943469387755103,1.5817491661638694,0.896483660130719,1.5818076287714347,20,48200
20,0.8958367346938776,1.580176346303795,0.9016862745098039,1.5803383093838654,21,48200
21,0.8966326530612245,1.5790772730044238,0.8903921568627451,1.5888546595046755,22,48200
22,0.8956734693877552,1.578487564800823,0.8913921568627452,1.569135753274254,23,48200
23,0.8981020408163265,1.5772851825204743,0.9098888888888889,1.5761409029385263,24,48200
24,0.8975714285714285,1.5753340311449533,0.8927058823529411,1.5805903850656677,25,48200
25,0.8973673469387757,1.5728030340617847,0.9032418300653595,1.5800270130037797,26,48200
26,0.8967959183673468,1.5711780256639136,0.8942614379084968,1.578762675790143,27,48200
27,0.8994897959183674,1.5717879896656042,0.9016862745098039,1.5770115151938422,28,48200
28,0.8977959183673472,1.5704418430578138,0.9101111111111112,1.5589315457894954,29,48200
29,0.8986326530612246,1.567307618101406,0.9055751633986928,1.5678422697253043,30,48200
30,0.899795918367347,1.5662976193443714,0.8989281045751635,1.5652543258835308,31,48200
