,train_acc,train_cost,test_acc,test_cost,step,n_train
0,0.25244,2.065113068273958,0.32156667082449797,2.0520073713555123,1,48200
1,0.31980097560975607,2.0496890994839707,0.2920044904577772,2.041427875510301,2,48200
2,0.4034873170731707,2.039483867817668,0.4008980915554447,2.0356023287455813,3,48200
3,0.3760424390243902,2.035014272318204,0.35749033304228517,2.0331850548482397,4,48200
4,0.3443790243902439,2.0322469523686477,0.2866408881127604,2.028537617843803,5,48200
5,0.32113463414634147,2.027506350270839,0.3613571161282275,2.0224263316067033,6,48200
6,0.3703453658536585,2.020676037874032,0.35075464637645004,2.013822216212409,7,48200
7,0.3600375609756098,2.0113574628203326,0.39665710365473367,2.0049691366322704,8,48200
8,0.43078000000000005,2.005634487657822,0.4249719346388924,2.0012114964601144,9,48200
9,0.4002209756097561,2.00268477787598,0.3996507421728826,1.998832900742474,10,48200
10,0.4177692682926829,2.000762064107188,0.42447299488586754,1.9964116804351808,11,48200
11,0.4327990243902439,1.9978950872428456,0.45865036796806785,1.995025214002692,12,48200
12,0.45839121951219514,1.996763724273983,0.4618934763627292,1.9941952781254058,13,48200
13,0.464679512195122,1.9958421317118682,0.4480478982162904,1.993484479030802,14,48200
14,0.4626512195121951,1.9951618324274532,0.44081327179743046,1.9928425229259485,15,48200
15,0.4483726829268292,1.9947384441630418,0.43869277784707494,1.9925115094398862,16,48200
16,0.45796926829268286,1.9944187115094458,0.47411750031183736,1.9924972597288424,17,48200
17,0.46377658536585364,1.9940405282114113,0.4707496569789198,1.9919840363174488,18,48200
18,0.45968341463414636,1.9937391198390657,0.4571535487089934,1.9916747009440943,19,48200
19,0.4573039024390243,1.9935561393355443,0.4615192715479606,1.9915095277498305,20,48200
20,0.4548795121951219,1.9933123321944186,0.44056380192091804,1.9913673058870116,21,48200
21,0.45214292682926827,1.9932828792536479,0.46226768117749784,1.9918531511451085,22,48200
22,0.45627707317073174,1.993083468575156,0.44954471747536484,1.9911046814227658,23,48200
23,0.44797073170731705,1.9928692890588884,0.44605213920419107,1.9911203893753775,24,48200
24,0.4446614634146342,1.992660903083383,0.42197829612074345,1.9910120555885904,25,48200
25,0.4429214634146342,1.9925723829533233,0.42883871772483473,1.9907072927928195,26,48200
26,0.4482409756097561,1.9923821952469805,0.4466758138954721,1.9909224316479808,27,48200
27,0.4438385365853659,1.9925135252531887,0.4312086815517026,1.9905479653486784,28,48200
28,0.4367136585365853,1.9924390945599313,0.41175003118373454,1.9909943749006267,29,48200
29,0.4409639024390244,1.9925892451735225,0.4330797056255457,1.9906931548956261,30,48200
30,0.44405609756097564,1.9921879054500433,0.4320818261194961,1.9904849713668662,31,48200
31,0.44344341463414627,1.9923151618676997,0.43544966945241365,1.9903559240256545,32,48200
32,0.4402970731707317,1.992134265680327,0.42896345266309094,1.9904750261098443,33,48200
33,0.44337658536585367,1.9920953229853247,0.4310839466134464,1.9904255693028954,34,48200
34,0.44482585365853655,1.9919791047809476,0.439316452538356,1.990336277631152,35,48200
35,0.4443551219512195,1.9919727998847438,0.44343270550081076,1.9903222301790313,36,48200
36,0.44452292682926825,1.9919887632315767,0.43532493451415744,1.9903050081316278,37,48200
37,0.44191121951219514,1.9920094661560406,0.435699139328926,1.990250553516572,38,48200
38,0.44648243902439033,1.9918586056683107,0.4552825246351503,1.9903756056026585,39,48200
39,0.44798536585365856,1.9916665257797177,0.443557440439067,1.9900983450709424,40,48200
40,0.4464887804878049,1.9915630851405175,0.43806910315579395,1.9900139580556644,41,48200
41,0.4492873170731707,1.991511487126041,0.45440938006735687,1.989918926069185,42,48200
42,0.45179365853658543,1.9913331681471154,0.4531620306847948,1.9897963781947916,43,48200
43,0.4499839024390243,1.9911623212767164,0.4369464887114881,1.9896996946162708,44,48200
44,0.45652243902439027,1.9910556048081876,0.4600224522888861,1.9892701928514862,45,48200
